Ticker,Name,Price,30 Day Price Change,Drug,NCT Number,Indication,Stage,Status,Next Catalyst,Catalyst Date,Catalyst,Conference,Historical LOA,Historical POP,Bullish or Bearish,Market Cap,Last Updated,No Of Shares
SPRO,Spero Therapeutics Inc.,2.8150,2.5; 2.42; 2.53; 2.51; 2.56; 2.55; 2.54; 2.44; 2.76; 2.79; 2.58; 2.59; 2.63; 2.69; 2.76; 2.86; 2.93; 2.9; 2.83,Tebipenem HBr (SPR994) - (PIVOT-PO),NCT06059846,"Complicated urinary tract infection (cUTI), including acute pyelonephritis (AP)",phase5,Ongoing,Regulatory Decision,2026-06-18,"PDUFA date June 18, 2026.",,87.58,87.58,Bull 100% / Neutral 0% / Bear 0%,162992703,2026-05-13 17:17:26,57901493
ACHV,Achieve Life Sciences Inc.,5.4200,4.39; 4.56; 4.8; 4.79; 5.21; 5.59; 5.99; 5.96; 5.79; 5.29; 4.77; 4.45; 4.57; 4.6; 4.69; 4.56; 4.78; 5.3; 5.24,Cytisinicline - (ORCA-3),NCT05206370,Smoking cessation of cigarettes,phase5,Ongoing,,2026-06-20,"PDUFA date of June 20, 2026.",,88.08,88.08,Bull 100% / Neutral 0% / Bear 0%,556412089,2025-11-11 15:22:59,102659057
ELDN,Eledon Pharmaceuticals Inc.,3.7150,3.78; 3.78; 3.8; 3.86; 3.88; 3.82; 3.9; 3.88; 3.95; 3.8; 3.58; 3.58; 3.84; 3.89; 3.89; 3.89; 3.9; 3.87; 3.81,Tegoprubart (AT-1501) - (BESTOW),NCT05983770,Kidney transplant rejection,phase2,Data Released,Interim Data,2026-06-22,"Phase 2 data to be shared at ATC on June 22, 2026. Phase 1 data presented at ASTS on January 23, 2026. Phase 2 topline data presented at ASN reported an overall mean 12-month estimated glomerular filtration rate (eGFR) of approximately 69 mL/min/1.73 m², noted November 6, 2025. Phase 2 study enrollment completed, noted September 4, 2024.",American Transplant Congress (ATC) 03/06/2023 ET - 07/06/2023 ET Conference Calendar,22.59,38.96,Bull 78% / Neutral 11% / Bear 11%,286752762,2026-05-20 16:08:54,77187823
LNTH,Lantheus Holdings Inc.,97.6400,87.78; 85.82; 86.15; 91; 93.06; 94.07; 96.23; 96.46; 96.67; 93.91; 93.13; 92.89; 96.09; 94.47; 103; 100.06; 99.09; 99.62; 99.3,LNTH-2501 (Gallium-68 edotreotide),NCT02375464,Neuroendocrine tumors (NETs) in adult and pediatric patients,phase5,Ongoing,Regulatory Decision,2026-06-29,"PDUFA target action date extended to June 29, 2026",,88.73,88.73,Bull 100% / Neutral 0% / Bear 0%,6356957846,2026-03-19 08:22:27,65106082
ARQT,Arcutis Biotherapeutics Inc.,21.3300,23.49; 23.42; 24.17; 20.66; 21.17; 21.24; 20.69; 21.69; 21.57; 21.32; 20.03; 19.5; 20.47; 21.01; 20.86; 21.11; 21.15; 21.44; 21.46,ZORYVE (roflumilast) Cream 0.3%,NCT04655313,Plaque Psoriasis in Children Ages 2 to 5,phase5,Ongoing,Regulatory Decision,2026-06-29,"PDUFA date on June 29, 2025.",,89.13,89.13,Bull -% / Neutral -% / Bear -%,2668028367,2026-03-02 05:50:27,125083374
UNCY,Unicycive Therapeutics Inc.,7.7400,7.98; 8.08; 8.13; 7.86; 7.94; 7.95; 8.17; 8.51; 8.56; 8.26; 8.15; 7.73; 7.74; 7.63; 8.08; 7.06; 7.07; 7.02; 7.38,Oxylanthanum Carbonate (OLC),NCT06218290,Kidney disease,phase5,Ongoing,Regulatory Decision,2026-06-29,"PDUFA date June 29, 2026. NDA resubmission accepted by the FDA, noted January 29, 2026.",,87.58,87.58,Bull 75% / Neutral 13% / Bear 13%,206658209,2026-05-12 07:41:38,26700027
CNTX,Context Therapeutics Inc.,2.8750,2.3; 2.44; 2.41; 2.33; 2.38; 2.39; 2.48; 2.36; 2.33; 2.16; 2.15; 2.17; 2.23; 2.4; 2.6; 2.63; 2.98; 2.83; 2.85,CTIM-76,NCT06515613,Various cancers,phase1,Ongoing,Interim Data,2026-06-30,"FDA granted Fast Track Designation, noted April 2, 2026. Phase 1 first patient dosed January 25, 2025. Phase 1a interim data due in June 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,264152634,2026-04-02 08:38:32,91879177
TVRD,Tvardi Therapeutics Inc.,3.1100,3.54; 3.69; 3.66; 4.21; 4.18; 3.96; 3.98; 3.95; 3.96; 4; 4; 3.71; 3.85; 3.59; 3.57; 3.44; 3.3; 3.49; 3.38,TTI-109,,Healthy volunteer,phase1,Ongoing,Topline Data,2026-06-30,Topline data due in June 2026.,,14.11,62.47,Bull -% / Neutral -% / Bear -%,29175980,2026-05-08 07:16:06,9381344
EWTX,Edgewise Therapeutics Inc.,39.1000,31.45; 38.01; 36.99; 35.58; 35.32; 34.56; 34.01; 33.76; 34.01; 33.09; 31.72; 31.43; 32.82; 32.69; 32.7; 33.56; 33.54; 33.3; 34.16,EDG-15400,,Healthy volunteers,phase1,Ongoing,Initial Data,2026-06-30,Phase 1 data due in 1H 2026. Phase 2 in heart failure with preserved ejection fraction planned with data due in 1H 2027.,,14.11,62.47,Bull -% / Neutral -% / Bear -%,4206886535,2026-02-26 08:18:59,107593006
KTTA,Pasithea Therapeutics Corp.,0.7062,0.8466; 0.85; 0.8499; 0.84; 0.7953; 0.7912; 0.7801; 0.785; 0.7942; 0.7801; 0.77; 0.7026; 0.722; 0.721; 0.6998; 0.6801; 0.6929; 0.6952; 0.7153,PAS-004,NCT06299839,Cancer Patients,phase1,Ongoing,Interim Data,2026-06-30,Phase 1 ongoing with follow up data from patients in Cohort 4 (15mg capsule) through Cohort 8 (45mg capsule) in 2Q 2026.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,23597283,2026-01-13 07:34:11,33414448
LYEL,Lyell Immunopharma Inc.,17.3250,20.72; 20.62; 20.85; 20.06; 19.33; 19.2; 19.25; 19.24; 19.02; 17.92; 16.51; 16.13; 17.22; 17.3; 17.46; 16.37; 16.73; 16.83; 17.33,LYL273 (GCC19CART),,Metastatic Colorectal Cancer,phase1,Ongoing,,2026-06-30,Phase 1 trial ongoing.,,9.87,60.87,Bull -% / Neutral -% / Bear -%,404263057,2026-03-13 11:50:01,23334087
FATE,Fate Therapeutics Inc.,2.6950,1.8; 2.36; 2.29; 2.43; 2.39; 2.18; 2.25; 2.135; 1.9; 1.755; 1.73; 1.89; 1.84; 2.1; 2.25; 2.15; 2.37; 2.63; 2.84,FT819-102,NCT06308978,Moderate-to-severe Systemic Lupus Erythematosus,phase1,Data Released,Conference Presentation,2026-06-30,"Update due at EULAR on June 2026 and at additional conferences in 2026. The FDA has selected FT819 for participation in the Chemistry, Manufacturing and Controls (CMC) Development and Readiness Pilot (CDRP), noted May 5, 2026. Phase 1 abstract shared at the American Society of Gene and Cell Therapy (ASGCT) reported meaningful clinical responses in active SLE patients without the need for conditioning chemotherapy. In the newly presented cohort, all three treated patients achieved an SRI-4 response and two reached a lupus low disease activity state (LLDAS), driven by a deep, targeted depletion of major B cell clones lasting up to 12 months, noted May 11, 2026.",European Alliance of Associations for Rheumatology Conference (EULAR26) 03/06/2026 ET - 06/06/2026 ET Conference Calendar,12.85,63.27,Bull -% / Neutral -% / Bear -%,314127006,2026-05-13 08:48:11,116559186
ANTX,AN2 Therapeutics Inc.,4.2700,4.85; 4.69; 4.65; 4.6; 4.46; 4.72; 4.27; 4.31; 4.64; 4.75; 4.48; 4.55; 4.59; 4.89; 4.85; 4.73; 4.63; 4.46; 4.33,AN2-502998,NCT07024589,Chagas Disease,phase1,Ongoing,Initial Data,2026-06-30,Phase 1 trial is ongoing with expected data due in 2Q 2026. Phase 2 PoC study planned 2026.,,15.59,61.82,Bull -% / Neutral -% / Bear -%,153789007,2026-05-12 12:25:38,36016161
ACET,Adicet Bio Inc.,9.1400,8.45; 8.51; 8.55; 8.32; 8.55; 8.17; 7.95; 8.07; 8.41; 7.68; 7.5; 7.25; 7.76; 7.89; 8.3; 8.33; 8.5; 8.64; 9.31,"Prulacabtagene leucel (prula-cel, formerly ADI-001)",,Systemic sclerosis (SSc),phase1,Ongoing,Interim Data,2026-06-30,"Phase 1 update due in 1H 2026. Phase 1 enrollment is ongoing, fast track designation granted by the FDA, noted February 27, 2025.",,10.76,60.67,Bull -% / Neutral -% / Bear -%,85442877,2026-03-13 12:07:38,9348236
HCWB,HCW Biologics Inc.,2.0306,0.4102; 0.4093; 0.3505; 0.3203; 0.3287; 0.3084; 0.3396; 0.3494; 0.337; 1.22; 1.34; 1.06; 2.43; 2.58; 2.89; 2.62; 1.94; 2.09; 1.98,HCW9302,,Alopecia areata,phase1,Trial Planned,Initial Data,2026-06-30,"Data due in 1H 2026. IND cleared by the FDA, noted February 3, 2025. Trial due in 4Q 2025.",,12.85,63.27,Bull 100% / Neutral 0% / Bear 0%,13674272,2026-05-15 07:14:03,6734104
JBIO,Jade Biosciences Inc.,19.2400,24.52; 25.26; 25.13; 24.22; 25.81; 24.86; 25.23; 25.07; 24.13; 23.355; 22.01; 21.88; 23.34; 23.46; 22.21; 21.71; 21.5; 20.84; 21.04,JADE-001,,IgA nephropathy (IgAN),phase1,Ongoing,Interim Data,2026-06-30,Phase 1 healthy volunteer interim data expected 2Q 2026; Phase 2 clinical trial in patients with IgA nephropathy expected to begin mid-2026 with preliminary data anticipated in 2027,,13.8,60.32,Bull -% / Neutral -% / Bear -%,949683995,2026-03-09 07:54:47,49359875
ACET,Adicet Bio Inc.,9.1400,8.45; 8.51; 8.55; 8.32; 8.55; 8.17; 7.95; 8.07; 8.41; 7.68; 7.5; 7.25; 7.76; 7.89; 8.3; 8.33; 8.5; 8.64; 9.31,"Prulacabtagene leucel (prula-cel, formerly ADI-001)",,Idiopathic inflammatory myopathy (IIM) and stiff person syndrome (SPS),phase1,Ongoing,Initial Data,2026-06-30,"IND Clearance by the FDA, noted October 16, 2024. Phase 1 trial update due in 1H 2026 and 2Q 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,85442877,2026-03-13 12:06:19,9348236
BMEA,Biomea Fusion Inc.,1.4050,1.48; 1.52; 1.6; 1.63; 1.54; 1.57; 1.58; 1.48; 1.43; 1.35; 1.25; 1.22; 1.33; 1.37; 1.42; 1.41; 1.36; 1.38; 1.38,BMF-650 (GLP-131),NCT07223216,Obesity,phase1,Enrollment Initiation,Initial Data,2026-06-30,"Phase 1 first patient dosed October 27, 2025. Phase 1 data due in 2Q 2026.",,13.08,63.32,Bull 100% / Neutral 0% / Bear 0%,101580713,2026-05-12 05:32:04,72299440
STTK,Shattuck Labs Inc.,5.8900,6.92; 6.54; 6.68; 6.26; 6.85; 7.02; 6.62; 6.75; 6.67; 6.26; 5.97; 5.79; 6.17; 6.09; 6.1; 6.11; 6.06; 5.97; 5.95,SL-325,,IBD and other inflammatory autoimmune diseases,phase1,Trial Planned,Initial Data,2026-06-30,"Phase 1 data due in 2Q 2026. IND submitted to the FDA, noted August 21, 2025. Phase 1 planned to commence this quarter with dosing completion expected 2Q 2026.",,12.85,63.27,Bull 100% / Neutral 0% / Bear 0%,451648245,2026-05-07 15:35:41,76680517
RXRX,Recursion Pharmaceuticals Inc.,3.6050,3.52; 3.37; 3.43; 3.27; 3.32; 3.26; 3.15; 3.05; 3.04; 2.93; 2.89; 2.85; 2.96; 3.11; 3.01; 2.97; 3.17; 3.44; 3.59,REC-1245 - (DAHLIA),NCT06678659,Solid tumors,phase1,Ongoing,Initial Data,2026-06-30,"IND cleared by the FDA, noted October 2, 2024. Phase 1 dosing initiated, noted December 3, 2024. Phase 1 dose-escalation data update expected in 1H 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,1910308242,2025-08-05 09:05:45,529905199
CAPR,Capricor Therapeutics Inc.,28.3600,33.5; 32.96; 34.38; 33.94; 30.38; 31.9; 31.52; 30.33; 29.81; 28.79; 28.015; 26.92; 29.01; 29.58; 28.87; 29.36; 29.14; 29.11; 29.96,"StealthX - (Project NextGen, NIAID trial)",,COVID-19 Vaccine,phase1,Ongoing,Initial Data,2026-06-30,Phase 1 ongoing with initial topline data expected 2Q 2026.,,19.76,67.27,Bull -% / Neutral -% / Bear -%,1642381285,2026-03-13 12:17:01,57911893
SDGR,Schrodinger Inc.,15.1600,12.9; 12.87; 12.98; 13.28; 13.13; 12.72; 12.69; 12.75; 12.62; 11.95; 12.05; 11.99; 12.32; 13.23; 13.3; 13.15; 13.24; 14.16; 15.2,SGR-3515,NCT06463340,Solid tumors,phase1,Ongoing,Initial Data,2026-06-30,"Phase 1 is ongoing, with initial data expected 2Q 2026. Preclinical data presented at EORTC-NCI-AACR reported superior anti-tumor activity of SGR-3515 compared to inhibitors of Wee1 or Myt1 alone due to strong target engagement of both Wee1 and Myt1, noted October 23, 2024.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,1132766176,2026-02-27 13:31:21,74720724
ARGX,argenx SE,837.4750,811.09; 794.7; 807.55; 787.31; 782.17; 813.28; 812.81; 802.7; 822.13; 799.32; 776.26; 797.77; 804.25; 816.22; 806.46; 808.43; 820.63; 838.49; 835.99,ARGX-213 - (FcRn),,Inflammation,phase1,Ongoing,Initial Data,2026-06-30,Phase 1 data due in 1H 2026.,,12.85,63.27,Bull -% / Neutral -% / Bear -%,51976117128,2025-08-01 03:52:05,62062888
ALLO,Allogene Therapeutics Inc.,2.2250,2.26; 2.17; 2.31; 2.27; 2.28; 2.28; 2.3; 2.33; 2.14; 2; 1.94; 1.89; 1.9; 1.96; 2; 2.12; 2.25; 2.25; 2.17,ALLO-329 - (RESOLUTION),NCT07085104,Autoimmune Disease (AID),phase1,Ongoing,Initial Data,2026-06-30,"Preclinical data published in Nature Communications  demonstrated a novel approach to enhance allogeneic CAR T cell activity and persistence in these settings, noted April 15, 2026. IND cleared by the FDA, noted January 28, 2025. Phase 1 proof of concept data due in June 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,767968898,2026-04-15 10:15:30,345154561
QURE,uniQure N.V.,27.4000,20.68; 21.16; 22.82; 24.15; 27.66; 27.64; 29.1; 29.17; 27.75; 27.05; 24.93; 24.69; 24.6; 24.76; 24.19; 25.15; 25.17; 24.85; 28.53,AMT-162,NCT06100276,SOD1-ALS,phase1,Ongoing,Initial Data,2026-06-30,"Phase 1/2 dosing commenced, noted October 15, 2024. Phase 1/2 IDSM recommended proceeding with dose escalation planned safety assessment of first dose cohort, noted January 30, 2025. Company expects to present initial data from the study in the 1H 2026.",,15.03,65.07,Bull 100% / Neutral 0% / Bear 0%,1728049089,2025-11-10 15:02:03,63067485
PRQR,ProQR Therapeutics N.V.,1.4800,1.64; 1.63; 1.72; 1.58; 1.58; 1.61; 1.6; 1.7; 1.65; 1.59; 1.51; 1.43; 1.43; 1.44; 1.56; 1.57; 1.56; 1.57; 1.58,AX-0810,,"Healthy volunteers, deficiency of sodium taurocholate cotransporting polypeptide (NTCP), cholestatic diseases",phase1,Ongoing,Interim Data,2026-06-30,"CTA submission announced June 26, 2025. Phase 1 healthy volunteers data expected 2Q 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,155934375,2026-05-12 09:48:45,105361064
MRKR,Marker Therapeutics Inc.,1.5300,1.56; 1.51; 1.46; 1.44; 1.46; 1.45; 1.44; 1.43; 1.46; 1.42; 1.39; 1.39; 1.41; 1.43; 1.4; 1.45; 1.45; 1.51; 1.57,Neldaleucel (MT-601) - (APOLLO),NCT05798897,Lymphoma who have failed or are ineligible to receive anti-CD19 CAR T cell treatment,phase1,Data Released,Interim Data,2026-06-30,"Phase 1 data update due in 2Q 2026. Phase 1 data  to presented at ASH 2025 on December 6, 2026 demonstrated robust safety profile with no dose limiting toxicities (DLTs) or immune-effector cell associated neurotoxicity syndrome (ICANS) in the dose escalation cohort, noted November 3, 2025. Phase 1 additional data update expected 1H 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,25509884,2026-03-18 21:30:40,16673127
BCAB,BioAtla Inc.,3.8800,4.7; 4.38; 4.5; 4.35; 4.84; 4.52; 4.54; 4.4; 4.37; 4.27; 3.92; 3.87; 3.62; 3.615; 3.69; 3.91; 3.73; 4.05; 3.93,BA3182,NCT05808634,Treatment refractory metastatic adenocarcinoma,phase1,Ongoing,Full Results,2026-06-30,"Phase 1 expansion data readout anticipated 1H 2026. Phase 1 data presented at ESMO showed manageable safety with only two cases of mild cytokine release syndrome and no treatment-related deaths. Tumor control improved with higher dosing, including a confirmed partial response lasting over six months in intrahepatic cholangiocarcinoma at 0.6 mg, noted October 20, 2025.",,9.87,60.87,Bull 100% / Neutral 0% / Bear 0%,6428873,2025-11-17 11:26:32,1656926
AZN,AstraZeneca PLC,180.8200,183.46; 181.24; 184.92; 182.52; 182.85; 181.86; 184.54; 187.72; 184.96; 181.58; 183.92; 184.64; 187.46; 189.75; 187.03; 187.19; 185.65; 185.33; 185.67,Datopotamab deruxtecan - (TROPION-PanTumor01),NCT03401385,"Hormone Receptor Positive Breast Cancer, Triple Negative Breast Cancer and Non-small Cell Lung Cancer",phase1,Data Released,Interim Data,2026-06-30,"Phase 1 data due on 1H 2026. Phase 1 data reported an objective response rate (ORR) of 27% with all patients achieving a partial response and 56% with stable disease, noted December 9, 2022.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,560754552489,2026-04-29 09:57:42,3101451738
MRK,Merck & Company Inc.,114.5300,113.11; 113.15; 113.56; 112.3; 111.38; 111.28; 112.37; 113.45; 113.41; 111.38; 112.56; 114.24; 113; 115.88; 122.41; 119.72; 120.24; 119.89; 118.72,TERN-701 - (CARDINAL),NCT05367700,Chronic myeloid leukemia (CML),phase1,Data Released,Full Results,2026-06-30,"Phase 1 updated & expanded data due in 1H 2026. Phase 1 data reported 64% MMR achievement by 24 weeks across all efficacy evaluable patients, noted December 8, 2025. Phase 1 study showed a safety profile with no dose-limiting toxicities, adverse event-related treatment discontinuations, or dose reductions across three dose escalation cohorts, noted December 3, 2024.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,282868990250,2026-05-04 16:11:50,2469824415
TERN,Terns Pharmaceuticals Inc.,52.9500,52.95; 52.95,TERN-701 - (CARDINAL),NCT05367700,Chronic myeloid leukemia (CML),phase1,Data Released,Full Results,2026-06-30,"Phase 1 updated & expanded data due in 1H 2026. Phase 1 data reported 64% MMR achievement by 24 weeks across all efficacy evaluable patients, noted December 8, 2025. Phase 1 study showed a safety profile with no dose-limiting toxicities, adverse event-related treatment discontinuations, or dose reductions across three dose escalation cohorts, noted December 3, 2024.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,6111139106,2026-05-04 16:11:50,115413392
SDGR,Schrodinger Inc.,15.1600,12.9; 12.87; 12.98; 13.28; 13.13; 12.72; 12.69; 12.75; 12.62; 11.95; 12.05; 11.99; 12.32; 13.23; 13.3; 13.15; 13.24; 14.16; 15.2,SGR-3515 (Wee1 inhibitor),,Solid tumors,phase1,Enrollment Initiation,Topline Data,2026-06-30,"Phase 1 portion of Phase 1/2 trial initiated July 31, 2024. Phase 1 data to be presented in 2Q 2026.",,9.87,60.87,Bull -% / Neutral -% / Bear -%,1132766176,2026-02-27 13:30:14,74720724
TCRX,TScan Therapeutics Inc.,1.0350,1.22; 1.21; 1.25; 1.21; 1.26; 1.18; 1.15; 1.16; 1.11; 1; 1; 0.9631; 0.9946; 1.02; 1.06; 1.07; 1.07; 1.08; 1.08,"TSC-100, TSC-101 - (ALLOHA)",NCT05473910,Hematologic malignancies,phase1,Data Released,Initial Data,2026-06-30,"Phase 1 early clinical data on patients treated in Cohort C of the ALLOHA study in 2Q 2026. Phase 1 updated data in 2H 2026. Phase 1 2-year data shared at ASH reported that 3/3 (100%) of TSC-101-treated patients who reached two-year follow-up remained relapse-free vs. 1/4 (25%) in the control arm, noted December 6, 2025.",,9.87,60.87,Bull 0% / Neutral 100% / Bear 0%,67638096,2026-05-06 07:23:24,65350817
OSTX,OS Therapies Incorporated,1.9450,1.66; 1.73; 1.73; 1.7; 1.66; 1.71; 1.71; 1.79; 1.88; 1.88; 1.73; 1.76; 1.83; 1.82; 1.73; 1.75; 1.89; 1.98; 2.14,OST-504 (ADXS-504),NCT05077098,Prostate Cancer,phase1,Ongoing,Interim Data,2026-06-30,"Phase 1b data due in 1H 2026. Phase 1b trial initiation announced July 15, 2021. Phase 1b final patient enrolled September 12, 2025.",,9.87,60.87,Bull 100% / Neutral 0% / Bear 0%,86626616,2026-05-18 09:42:40,44538106
AQST,Aquestive Therapeutics Inc.,4.0000,4.22; 4.18; 4.23; 4.23; 4.32; 4.34; 4.16; 4.13; 4.73; 4.17; 4.135; 4.09; 4.17; 4.23; 4.12; 4.08; 4; 4.02; 4.02,AQST-108 (epinephrine) Topical Gel,,Alopecia areata (AA),phase1,Trial Planned,Topline Data,2026-06-30,"Pre-IND meeting completed in December 2024. Second Phase 1 trial planned for 1Q 2026, with data due in 2Q 2026.",,12.85,63.27,Bull -% / Neutral -% / Bear -%,501800476,2026-03-06 08:26:34,125450119
FULC,Fulcrum Therapeutics Inc.,6.7000,7.02; 7.02; 7.11; 6.88; 7.01; 7; 6.96; 7.25; 7.11; 6.69; 6.09; 5.91; 6.35; 6.59; 6.57; 6.76; 6.78; 6.82; 6.92,Pociredir (FTX-6058) - (PIONEER),NCT04586985,Sickle Cell Disease,phase1,Data Released,Conference Presentation,2026-06-30,"Conference presentation due at the Foundation for Sickle Cell Disease Research Symposium in June 2026. Registrational trial due in 2H 2026. Phase 1b 12-week data reported that 7 of 12 patients (58%) achieved absolute HbF levels ≥20%; all patients achieved at least a 6.5% absolute increase in HbF, noted February 24, 2026.",,17.51,65.52,Bull 100% / Neutral 0% / Bear 0%,446274243,2026-04-27 07:29:04,66608096
HURA,TuHURA Biosciences Inc.,2.2999,2.14; 2.32; 2.54; 2.4; 2.38; 2.4; 2.42; 2.51; 2.51; 2.31; 2.55; 2.46; 2.39; 2.34; 2.5; 2.45; 2.38; 2.35; 2.26,TBS-2025 - (VISTA),,Acute Myeloid Leukemia (AML),phase1,Trial Planned,End of Phase Meeting,2026-06-30,"Phase 1b/2 meeting with FDA, planned in June 2026.Phase 1b/2 initiation due in 2H 2026, with Stage 1 in 3Q 2026. Seek Orphan Drug Designation in AML 2H 2026.",,7.66,60.87,Bull -% / Neutral -% / Bear -%,146463446,2026-05-18 08:03:11,63682528
